Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Career_Level,Education,Salary,Job_Category,Skills,Gender,Job_Category_Count,min_experience,max_experience,City,Applicant_per_position
B2B Sales Executive,Part Time,on-site,Textile Bay,cairo,56,41.0,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Commission",Business Development,"['business', 'business-to-business', 'communication', 'fashion', 'presentation', 'sales', 'sales', 'analytical', 'business planning', 'planning', 'sales target']",both,428,3.0,5.0,Cairo,41.0
B2B Sales Manager Egypt,Full Time,on-site,Monglish Academy,cairo,6,10.0,1,Manager,Not Specified,Confidential,Business Development,"['business', 'business development', 'mba', 'sales', 'sales', 'marketing', 'development', 'business-to-business']",both,428,5.0,10.0,Cairo,10.0
B2B sales - New Cairo,Full Time,on-site,Aqarmap.com,cairo,56,22.0,9,Experienced (Non-Manager),Bachelor'S Degree,"9000 To 10000 EGP Per Month, Commissions And Transportation Allowance",Business Development,"['b2b sales', 'business-to-business', 'b2c', 'insurance', 'sales', 'sales target', 'negotiation', 'negotiation', 'sales', 'insurance sales', 'banking sales', 'medical devices sales', 'medical sales', 'banking', 'communication']",both,428,1.0,2.0,Nasr City,2.0
B2B sales - Sheikh Zayed,Full Time,on-site,Aqarmap.com,cairo,56,12.0,2,Experienced (Non-Manager),Bachelor'S Degree,"9000 To 10000 EGP Per Month, Commissions And Transportation Allowance",Business Development,"['b2b sales', 'business-to-business', 'b2c', 'insurance', 'sales', 'sales target', 'negotiation', 'negotiation', 'sales', 'insurance sales', 'banking sales', 'medical devices sales', 'medical sales']",both,428,1.0,2.0,Nasr City,6.0
B2b Sales,Full Time,on-site,OTO Courses,cairo,28,20.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Business Development,"['b2b sales', 'business-to-business', 'communication', 'negotiation', 'sales', 'sales', 'sales target', 'client relationship']",both,428,1.0,2.0,Maadi,20.0
BI & Marketplace Manager,Full Time,on-site,Aqarmap.com,cairo,56,25.0,1,Manager,Bachelor'S Degree,Confidential,Business Development,"['analysis', 'business', 'business analysis', 'information technology (it)', 'marketplace', 'structured query language', 'computer science']",both,428,3.0,5.0,Nasr City,25.0
BTL Account manager (printing - Booth),Full Time,on-site,Osolutions,cairo,28,14.0,1,Experienced (Non-Manager),Not Specified,Confidential,Business Development,"['offset printing', 'digital printing', 'design', 'printing', 'btl advertising', 'btl']",both,428,2.0,15.0,Nasr City,14.0
Business Analysis Supervisor,Full Time,on-site,Xceed Contact Center,cairo,56,17.0,1,Manager,Bachelor'S Degree,Confidential,Business Development,"['analytical', 'analysis', 'business analysis', 'project']",both,428,5.0,8.0,Maadi,17.0
Business Analyst,Full Time,on-site,Misr Elkheir Foundation,cairo,56,100.0,1,Experienced (Non-Manager),Not Specified,Confidential,Business Development,"['analysis', 'analytical', 'bi', 'business', 'information technology (it)', 'financial analysis', 'data analysis', 'business analysis', 'python', 'structured query language', 'programming', 'computer science']",both,428,4.0,7.0,Mokattam,100.0
Business Consultant - (Business Development) Giza-Downtown,Full Time,on-site,Property Finder Group,cairo,10,12.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Business Development,"['business development', 'communication', 'sales', 'customer relationship', 'communication', 'english', 'marketing', 'business', 'real estate', 'analysis']",both,428,3.0,6.0,Cairo,12.0
Business Developer,Full Time,on-site,IRIS Advertising Agency,cairo,56,28.0,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Commission",Business Development,"['business', 'business developer', 'business development', 'food', 'fast-moving consumer goods', 'food and beverage', 'marketing', 'developer', 'communication', 'microsoft', 'sales', 'sales', 'sales target']",both,428,3.0,5.0,New Cairo,28.0
Business Developer,Part Time,on-site,I-Courses Academy,cairo,56,58.0,1,Manager,Not Specified,"Confidential, Commissions And Bonuses",Business Development,"['business development', 'business', 'communication', 'communication', 'english', 'market research', 'medical', 'negotiation', 'research', 'sales', 'sales', 'sales target']",both,428,3.0,20.0,Cairo,58.0
Business Developer,Full Time,on-site,Aqarmap.com,cairo,5,22.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Business Development,"['business development', 'communication', 'customer service', 'english', 'insurance', 'b2b sales', 'sales target']",both,428,1.0,3.0,Nasr City,22.0
Business Developer,Full Time,on-site,Aqarmap.com,cairo,5,20.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Business Development,"['business development', 'communication', 'customer service', 'english', 'insurance', 'b2b sales', 'sales target']",both,428,1.0,3.0,Nasr City,20.0
Business Developer,Full Time,on-site,Good Wood,Giza,56,22.0,1,Experienced (Non-Manager),Not Specified,Confidential,Business Development,"['business development', 'english', 'furniture', 'industry', 'sales', 'sales', 'sales target', 'is']",both,428,3.0,7.0,Smart Village,22.0
Business Developer,Part Time,on-site,Outsourcing Skill,cairo,56,74.0,2,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Business Development,"['business', 'business-to-business', 'business development', 'communication', 'communication', 'development', 'english', 'customer relationship', 'sales', 'sales', 'sales target', 'software']",both,428,1.0,1.0,Maadi,37.0
Business Developer,Full Time,on-site,Quest mines,cairo,28,17.0,1,Experienced (Non-Manager),Bachelor'S Degree,,Business Development,"['business development', 'communication', 'sales', 'sales target', 'sales', 'business administration', 'administration', 'business', 'english', 'negotiation']",Female,428,2.0,4.0,Maadi,17.0
Business Developer,Full Time,on-site,Advicemart,cairo,56,8.0,1,Experienced (Non-Manager),Not Specified,Confidential,Business Development,"['business', 'business developer', 'business development', 'sales', 'sales', 'developer', 'sales target']",both,428,2.0,,Sheraton,8.0
Business Developer,Full Time,on-site,zij productions,Giza,56,55.0,3,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Business Development,"['marketing', 'communication', 'english', 'sales', 'business development', 'media']",both,428,0.0,3.0,Sheikh Zayed,18.0
Business Developer,Full Time,on-site,ECGC for Consulting,cairo,56,97.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Basic + Commission Up To 70%",Business Development,"['business development', 'marketing', 'sales', 'development', 'business', 'business administration', 'sales', 'sales target', 'negotiation']",both,428,1.0,3.0,Maadi,97.0
Business Developer,Full Time,on-site,El Nasr trading,cairo,26,11.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Business Development,"['business developer', 'marketing', 'administration', 'web advertising']",both,428,5.0,7.0,Nasr City,11.0
Business Developer,Full Time,on-site,WD Advertising,Giza,16,22.0,3,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Business Development,"['business development', 'advertising', 'leads', 'market research', 'marketing', 'sales', 'sales', 'sales target', 'development', 'research', 'business']",both,428,2.0,4.0,Mohandessin,7.0
Business Developer/ Consulting,Full Time,on-site,Fit for Life,Giza,56,25.0,1,Experienced (Non-Manager),Not Specified,"12000 To 15000 EGP Per Month, Performance-Based Bonus Plus Incentive Scheme, 5% Of Gross Profit From Every Consulting/ Training Project/ Contract Secured",Business Development,"['business development', 'analysis', 'communication', 'sales target', 'sales', 'sales', 'marketing', 'networking']",both,428,4.0,7.0,Mohandessin,25.0
Business Development Assistant,Full Time,on-site,PC,cairo,28,24.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,,Business Development,"['microsoft', 'business development', 'assistance', 'communication', 'marketing', 'marketing research', 'english', 'computer', 'high attention to detail', 'strategic thinking', 'problem-solving', 'multitasking & time', 'adaptability & flexibility']",Female,428,1.0,6.0,New Cairo,24.0
Business Development Associate (Saudi),Full Time,on-site,Global Brands,cairo,56,13.0,1,Experienced (Non-Manager),Not Specified,Confidential,Business Development,"['business', 'business development', 'communication', 'digital', 'sales', 'customer relationship', 'development', 'sales']",both,428,,,New Cairo,13.0
Business Development Associate - French Speaker,Full Time,on-site,Global Brands,cairo,56,20.0,1,Experienced (Non-Manager),Not Specified,Confidential,Business Development,"['business development', 'business', 'customer relationship', 'development', 'french', 'sales', 'sales', 'digital']",both,428,,,New Cairo,20.0
Business Development Consultant,Full Time,on-site,Sindbadh,cairo,56,86.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Business Development,"['business development', 'sales', 'business-to-business', 'business', 'commerce', 'communication', 'development', 'english', 'sales', 'sales target', 'training']",both,428,2.0,18.0,Cairo,86.0
Business Development Engineer - Lighting Industry,Full Time,on-site,Medixme,cairo,18,10.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Business Development,"['business development', 'sales', 'lighting design', 'lighting', 'business', 'communication', 'computer science', 'design', 'development', 'engineering', 'information technology (it)']",both,428,0.0,1.0,New Cairo,10.0
Business Development Executive,Full Time,on-site,Stanvi,Alexandria,14,18.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Business Development,"['business development', 'communication', 'market research', 'development', 'negotiation', 'sales', 'business', 'business opportunities', 'consumer goods', 'sales', 'sales target']",both,428,2.0,,Alexandria,18.0
Business Development Executive,Full Time,on-site,Dottopia,Giza,4,29.0,2,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Social & Medical Insurance, Commission, Work From Home",Business Development,"['business development', 'communication', 'analytical', 'sales target', 'sales', 'administration', 'interpersonal', 'business administration', 'development', 'business', 'sales', 'english', 'negotiation']",both,428,1.0,2.0,Agouza,14.0
Business Development Executive,Full Time,on-site,HLPR,cairo,28,36.0,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Commission",Business Development,"['business development', 'customer relationship', 'english', 'microsoft', 'sales', 'sales', 'sales target', 'market research']",both,428,2.0,3.0,Cairo,36.0
Business Development Executive,Full Time,on-site,Ertqaa,cairo,28,31.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Business Development,"['advertising', 'business-to-business', 'communication', 'customer service', 'design', 'negotiation', 'negotiation', 'sales', 'sales', 'sales targets', 'sales target', 'business development']",both,428,3.0,5.0,Nasr City,31.0
Business Development Executive,Full Time,on-site,UNICARE Medical Care & Centers,Giza,28,14.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Business Development,"['business development', 'insurance', 'sales', 'sales', 'presentation', 'communication', 'communication', 'english', 'medical', 'microsoft', 'sales target']",both,428,1.0,3.0,Dokki,14.0
Business Development Executive,Full Time,on-site,Emeco Travel,cairo,13,39.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Business Development,"['business development', 'english', 'excel', 'microsoft', 'microsoft', 'data', 'powerpoint', 'sales', 'sales', 'sales target']",both,428,2.0,3.0,Downtown,39.0
Business Development Executive,Full Time,on-site,Leeds,Giza,28,20.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Business Development,"['facility', 'business development', 'engineering', 'negotiation', 'sales', 'development', 'communication']",both,428,3.0,7.0,Smart Village,20.0
Business Development Executive,Full Time,on-site,Alwadi Holding,Giza,16,15.0,1,Experienced (Non-Manager),Not Specified,Confidential,Business Development,"['business development', 'communication', 'communication', 'negotiation', 'sales', 'sales', 'development', 'business administration', 'business', 'sales target']",both,428,1.0,3.0,Mohandessin,15.0
Business Development Executive,Full Time,on-site,Not Specified,cairo,56,19.0,1,Experienced (Non-Manager),Not Specified,Confidential,Business Development,"['business development', 'sales', 'negotiation']",both,428,3.0,5.0,Nasr City,19.0
Business Development Executive,Full Time,on-site,Not Specified,Giza,56,31.0,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Business Development,"['business development', 'communication', 'communication', 'negotiation', 'english', 'negotiation', 'presentation', 'sales', 'sales target', 'sales', 'real estate']",both,428,0.0,3.0,Sheikh Zayed,31.0
Business Development Head - Toll Manufacturing,Full Time,on-site,Arma Non Food,Sharqia,3,17.0,1,Experienced (Non-Manager),Not Specified,Confidential,Business Development,"['business development', 'mba', 'microsoft', 'english']",both,428,7.0,10.0,10th of Ramadan City,17.0
Business Development Intern-PodCast Studio,Internship,on-site,Dottopia,Giza,56,44.0,2,Student (Undergrad / Postgrad),Bachelor'S Degree,Paid,Business Development,"['customer support', 'business development', 'sales', 'negotiation', 'sales', 'administration', 'business', 'business administration', 'marketing']",both,428,,,Giza,22.0
Business Development Internship,Internship,on-site,Osolutions,cairo,28,82.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,,Business Development,"['administration', 'business development', 'customer relationship', 'business administration', 'marketing', 'sales', 'sales target', 'sales', 'business', 'analysis']",Females Preferred,428,0.0,1.0,Nasr City,82.0
Business Development Lead,Full Time,on-site,waffarha.com,cairo,26,79.0,1,Manager,Bachelor'S Degree,,Business Development,"['business development', 'communication', 'marketing', 'negotiation', 'sales', 'administration', 'digital products', 'client relations', 'business-to-business', 'b2c']",Females Preferred,428,3.0,5.0,Sheraton,79.0
Business Development Manager,Full Time,on-site,Sprints.ai,cairo,56,94.0,1,Manager,Bachelor'S Degree,Confidential,Business Development,"['business development', 'communication', 'sales', 'education techenelogy', 'administration', 'business', 'business administration', 'customer relationship', 'development', 'marketing', 'negotiation', 'sales', 'software']",both,428,8.0,10.0,Maadi,94.0
Business Development Manager,Full Time,on-site,Scope IMS,cairo,13,34.0,1,Manager,Bachelor'S Degree,Confidential,Business Development,"['business development', 'business', 'sales', 'marketing', 'sales', 'communication', 'customer relationship', 'development', 'account', 'business administration']",both,428,5.0,7.0,Nasr City,34.0
Business Development Manager,Full Time,on-site,WD Advertising,Giza,56,62.0,5,Manager,Bachelor'S Degree,Confidential,Business Development,"['business development', 'marketing']",both,428,5.0,,Giza,12.0
Business Development Manager,Full Time,on-site,Oola Technologies,cairo,56,52.0,1,Manager,Bachelor'S Degree,Confidential,Business Development,"['business development', 'communication', 'english', 'sales', 'negotiation', 'development', 'business']",both,428,5.0,10.0,Downtown,52.0
